Date,Open,High,Low,Close,Adj Close,Volume
2018-12-26,19.530001000000002,20.35,19.219998999999998,20.33,19.996912,14093800
2018-12-27,20.02,20.389999,19.65,20.379998999999998,20.046093,11942900
2018-12-28,20.559998999999998,20.799999,20.280001000000002,20.34,20.006748,9753900
2018-12-31,20.49,20.65,20.24,20.459999,20.124782999999997,8510300
2019-01-02,20.030001000000002,20.780001000000002,20.0,20.629998999999998,20.291998,9467400
2019-01-03,20.35,20.4,19.700001,19.93,19.603468,13459000
2019-01-04,20.379998999999998,20.889999,20.27,20.719998999999998,20.380522,9220400
2019-01-07,20.75,21.16,20.74,20.950001,20.606756,8167600
2019-01-08,21.219998999999998,21.42,20.84,21.209999,20.862494,6355900
2019-01-09,21.34,21.459999,21.01,21.209999,20.862494,8326700
2019-01-10,21.120001000000002,21.530001000000002,21.059998999999998,21.469998999999998,21.118235000000002,8015000
2019-01-11,21.24,21.290001,20.799999,21.17,20.823151,12524900
2019-01-14,20.940001000000002,21.09,20.68,20.790001,20.449377,9626100
2019-01-15,20.799999,21.07,20.65,21.01,20.665773,8839400
2019-01-16,20.950001,21.18,20.709999,21.049999,20.705114000000002,8633200
2019-01-17,20.950001,21.450001,20.92,21.23,20.882166,11295400
2019-01-18,21.360001,21.790001,21.290001,21.75,21.393646,10827100
2019-01-22,21.620001000000002,21.65,21.18,21.32,20.970694,15246600
2019-01-23,21.41,21.58,21.190001000000002,21.440001000000002,21.088726,10037100
2019-01-24,21.549999,21.950001,21.51,21.77,21.413321,5623200
2019-01-25,21.940001000000002,22.120001000000002,21.84,22.1,21.737913,7290600
2019-01-28,21.83,22.0,21.68,21.98,21.619879,6033200
2019-01-29,22.120001000000002,22.23,21.85,21.879998999999998,21.521517000000003,6811600
2019-01-30,22.09,22.24,21.91,22.200001,21.836277,7559200
2019-01-31,22.200001,22.26,22.01,22.030001000000002,21.669062,11203200
2019-02-01,22.16,22.290001,21.93,22.26,21.89529,7946700
2019-02-04,22.27,22.6,22.16,22.549999,22.18054,6486400
2019-02-05,22.57,22.82,22.57,22.799999,22.426443,6946500
2019-02-06,22.799999,23.09,22.799999,23.07,22.69202,5836900
2019-02-07,22.92,23.02,22.690001000000002,22.860001,22.485462,7607700
2019-02-08,22.65,22.93,22.6,22.92,22.544477,6870400
2019-02-11,23.0,23.200001,22.790001,22.860001,22.485462,7093200
2019-02-12,23.01,23.4,23.0,23.35,22.967434,6945300
2019-02-13,23.440001000000002,23.540001,23.219998999999998,23.32,22.937923,9811200
2019-02-14,23.23,23.459999,23.190001000000002,23.23,22.8494,7696600
2019-02-15,23.33,23.4,23.139999,23.280001000000002,22.898581,10865500
2019-02-19,23.24,23.389999,23.18,23.25,22.869072,7177100
2019-02-20,23.280001000000002,23.530001000000002,23.25,23.379998999999998,22.996941,7660100
2019-02-21,23.209999,23.620001000000002,23.209999,23.389999,23.006777,9610900
2019-02-22,23.549999,23.82,23.52,23.74,23.351044,6729600
2019-02-25,23.83,24.09,23.809998999999998,23.91,23.518259,13031100
2019-02-26,23.780001000000002,23.99,23.76,23.9,23.508421,9502200
2019-02-27,23.75,23.889999,23.610001,23.85,23.459242,10887200
2019-02-28,20.049999,20.34,19.34,19.73,19.406742,53508300
2019-03-01,19.92,19.950001,19.49,19.6,19.278873,29705800
2019-03-04,19.610001,19.91,19.35,19.530001000000002,19.21002,21409900
2019-03-05,19.540001,19.74,19.35,19.360001,19.042807,15526900
2019-03-06,19.33,19.35,19.059998999999998,19.08,18.767393,14410400
2019-03-07,19.0,19.02,18.73,18.82,18.511651999999998,14276200
2019-03-08,18.530001000000002,18.75,18.459999,18.74,18.432964000000002,10238700
2019-03-11,18.780001000000002,19.209999,18.780001000000002,19.040001,18.728048,11834900
2019-03-12,18.92,19.110001,18.860001,19.059998999999998,18.906599,19010700
2019-03-13,19.1,19.629998999999998,19.049999,19.610001,19.452173000000002,25276400
2019-03-14,19.620001000000002,19.709999,19.49,19.639999,19.481932,18526800
2019-03-15,19.65,19.969998999999998,19.639999,19.940001000000002,19.779518,22557800
2019-03-18,19.91,20.07,19.84,19.950001,19.789436,13232400
2019-03-19,20.030001000000002,20.280001000000002,19.91,20.0,19.839035,13000000
2019-03-20,20.01,20.16,19.799999,19.99,19.829114999999998,11575300
2019-03-21,19.950001,20.35,19.950001,20.219998999999998,20.057261999999998,11842800
2019-03-22,20.110001,20.17,19.33,19.34,19.184345,15765300
2019-03-25,19.280001000000002,19.32,18.860001,18.969998999999998,18.817324,15882400
2019-03-26,19.1,19.360001,19.0,19.129998999999998,18.976035999999997,10991500
2019-03-27,19.110001,19.379998999999998,18.860001,18.93,18.777645,13537800
2019-03-28,18.959999,19.25,18.91,19.0,18.847082,15678400
2019-03-29,19.219998999999998,19.48,19.190001000000002,19.43,19.273623,12159900
2019-04-01,19.73,20.09,19.540001,20.049999,19.888632,13958500
2019-04-02,20.139999,20.200001,19.67,19.719998999999998,19.561287,16597200
2019-04-03,19.780001000000002,20.030001000000002,19.66,19.75,19.591045,14054200
2019-04-04,19.780001000000002,19.860001,19.65,19.76,19.600965,9354000
2019-04-05,19.790001,19.940001000000002,19.75,19.790001,19.630726,6320700
2019-04-08,19.74,20.01,19.74,19.940001000000002,19.779518,7296100
2019-04-09,19.809998999999998,19.879998999999998,19.5,19.59,19.432335000000002,12549700
2019-04-10,19.58,20.0,19.57,19.969998999999998,19.809275,12761900
2019-04-11,19.959999,20.09,19.870001000000002,19.940001000000002,19.779518,11975900
2019-04-12,20.040001,20.25,20.02,20.209999,20.047342,8572500
2019-04-15,20.23,20.280001000000002,20.01,20.200001,20.037426,8880500
2019-04-16,20.25,20.610001,20.200001,20.57,20.404446,10751300
2019-04-17,20.6,20.65,20.43,20.5,20.335010999999998,8671000
2019-04-18,20.49,20.620001000000002,20.450001,20.52,20.354848999999998,7436000
2019-04-22,20.42,20.48,19.83,19.879998999999998,19.719998999999998,9455600
2019-04-23,19.959999,20.18,19.780001000000002,20.09,19.92831,8000600
2019-04-24,20.030001000000002,20.26,19.870001000000002,19.870001000000002,19.710081,11881900
2019-04-25,19.84,19.889999,19.6,19.6,19.442253,13499400
2019-04-26,19.450001,19.58,19.290001,19.41,19.253782,7894600
2019-04-29,19.33,19.780001000000002,19.33,19.66,19.50177,9036700
2019-04-30,19.6,19.959999,19.58,19.950001,19.789436,8299200
2019-05-01,19.950001,20.18,19.780001000000002,19.93,19.769598000000002,9269900
2019-05-02,19.99,20.129998999999998,19.870001000000002,20.040001,19.878714000000002,8627500
2019-05-03,20.190001000000002,20.35,20.09,20.290001,20.126701,6821300
2019-05-06,19.83,20.110001,19.68,20.09,19.92831,11525300
2019-05-07,19.860001,19.950001,19.469998999999998,19.610001,19.452173000000002,9272100
2019-05-08,19.52,19.790001,19.5,19.530001000000002,19.372818,6271300
2019-05-09,19.34,19.34,18.9,19.290001,19.134748000000002,8803300
2019-05-10,19.190001000000002,19.309998999999998,18.77,19.120001000000002,18.966117999999998,10180100
2019-05-13,18.549999,18.68,18.120001000000002,18.27,18.122957,11637100
2019-05-14,18.33,18.629998999999998,18.17,18.299999,18.152716,8363300
2019-05-15,18.129998999999998,18.84,18.059998999999998,18.73,18.579254000000002,12947100
2019-05-16,18.790001,19.07,18.74,18.940001000000002,18.787565,7430300
2019-05-17,18.709999,19.139999,18.700001,19.02,18.866922,11414300
2019-05-20,18.75,19.209999,18.67,18.959999,18.807404000000002,14502100
2019-05-21,19.08,19.58,19.08,19.440001000000002,19.283541,11554600
2019-05-22,19.26,19.42,18.99,19.200001,19.045473,16045800
2019-05-23,18.92,19.290001,18.74,19.190001000000002,19.035553,14652000
2019-05-24,19.52,20.23,19.4,20.030001000000002,19.868793,13551000
2019-05-28,19.98,20.129998999999998,19.66,19.66,19.50177,17343400
2019-05-29,19.530001000000002,19.59,18.82,19.0,18.847082,19384800
2019-05-30,19.16,19.309998999999998,18.98,19.139999,18.985954,9387600
2019-05-31,18.85,18.860001,18.35,18.68,18.529657,13082700
2019-06-03,18.75,19.040001,18.610001,18.66,18.509819,9809100
2019-06-04,19.0,19.42,18.83,19.389999,19.233942000000003,10299600
2019-06-05,19.5,19.65,19.190001000000002,19.559998999999998,19.402575,8291300
2019-06-06,19.65,19.77,19.469998999999998,19.66,19.50177,7820000
2019-06-07,19.68,19.98,19.66,19.709999,19.551367000000003,8454100
2019-06-10,19.83,20.040001,19.82,19.879998999999998,19.719998999999998,7656100
2019-06-11,19.9,19.99,19.719998999999998,19.860001,19.860001,7689200
2019-06-12,19.860001,20.01,19.700001,19.92,19.92,10798500
2019-06-13,19.959999,20.09,19.92,19.99,19.99,6705700
2019-06-14,19.969998999999998,19.99,19.74,19.91,19.91,6987500
2019-06-17,19.870001000000002,20.02,19.790001,19.9,19.9,7188800
2019-06-18,20.01,20.559998999999998,20.0,20.52,20.52,9406900
2019-06-19,20.57,20.77,20.459999,20.629998999999998,20.629998999999998,8971500
2019-06-20,20.879998999999998,20.9,20.68,20.860001,20.860001,9745500
2019-06-21,20.82,20.82,20.52,20.700001,20.700001,15220600
2019-06-24,20.700001,20.870001000000002,20.57,20.66,20.66,9726300
2019-06-25,20.73,20.91,20.58,20.6,20.6,9236900
2019-06-26,20.74,20.84,20.690001000000002,20.790001,20.790001,8431000
2019-06-27,20.84,21.09,20.719998999999998,20.74,20.74,7896600
2019-06-28,20.83,20.959999,20.73,20.790001,20.790001,10777300
2019-07-01,21.120001000000002,21.379998999999998,20.879998999999998,20.99,20.99,7054400
2019-07-02,21.1,21.139999,20.91,21.059998999999998,21.059998999999998,7058000
2019-07-03,21.049999,21.26,20.959999,21.16,21.16,5034400
2019-07-05,21.01,21.200001,20.92,21.16,21.16,6394700
2019-07-08,21.0,21.129998999999998,20.700001,20.74,20.74,9759100
2019-07-09,20.59,20.76,20.51,20.629998999999998,20.629998999999998,8638000
2019-07-10,20.83,20.879998999999998,20.58,20.59,20.59,5646600
2019-07-11,20.629998999999998,20.860001,20.469998999999998,20.85,20.85,10293700
2019-07-12,21.0,21.27,20.969998999999998,21.23,21.23,6845900
2019-07-15,21.25,21.43,21.25,21.35,21.35,8419000
2019-07-16,21.41,21.620001000000002,21.280001000000002,21.309998999999998,21.309998999999998,6269000
2019-07-17,21.27,21.4,21.18,21.18,21.18,5692800
2019-07-18,21.1,21.440001000000002,21.08,21.379998999999998,21.379998999999998,5734000
2019-07-19,21.450001,21.58,21.379998999999998,21.389999,21.389999,7724600
2019-07-22,21.5,21.540001,21.4,21.440001000000002,21.440001000000002,9753600
2019-07-23,21.559998999999998,21.709999,21.43,21.629998999999998,21.629998999999998,8395700
2019-07-24,21.59,21.74,21.450001,21.57,21.57,6886200
2019-07-25,21.49,21.49,21.16,21.33,21.33,5332100
2019-07-26,21.379998999999998,21.58,21.23,21.52,21.52,5061900
2019-07-29,21.469998999999998,21.6,21.379998999999998,21.5,21.5,5866900
2019-07-30,21.459999,21.58,21.33,21.540001,21.540001,4525800
2019-07-31,21.48,21.58,20.889999,21.040001,21.040001,12752200
2019-08-01,21.030001000000002,21.549999,20.790001,20.99,20.99,12234100
2019-08-02,20.559998999999998,20.690001000000002,19.93,20.139999,20.139999,10942600
2019-08-05,19.959999,20.0,18.99,19.16,19.16,9648400
2019-08-06,19.32,19.48,19.08,19.25,19.25,8275800
2019-08-07,18.969998999999998,19.18,18.809998999999998,19.09,19.09,8637000
2019-08-08,19.25,19.59,19.209999,19.530001000000002,19.530001000000002,6054000
2019-08-09,19.450001,19.48,19.129998999999998,19.280001000000002,19.280001000000002,5250900
2019-08-12,19.15,19.18,18.799999,18.940001000000002,18.940001000000002,4568900
2019-08-13,18.879998999999998,19.790001,18.82,19.540001,19.540001,11827700
2019-08-14,19.209999,19.4,19.07,19.280001000000002,19.280001000000002,18915500
2019-08-15,19.17,19.290001,18.440001000000002,18.629998999999998,18.629998999999998,10146000
2019-08-16,18.85,19.190001000000002,18.83,19.08,19.08,10972700
2019-08-19,19.459999,19.629998999999998,19.209999,19.209999,19.209999,7609100
2019-08-20,18.879998999999998,19.1,18.790001,18.91,18.91,8141300
2019-08-21,19.15,19.200001,18.93,18.959999,18.959999,7503000
2019-08-22,19.01,19.110001,18.83,18.93,18.93,11687700
2019-08-23,17.32,18.16,17.1,17.809998999999998,17.809998999999998,26397600
2019-08-26,17.98,18.07,17.73,17.84,17.84,15138600
2019-08-27,17.940001000000002,18.1,17.6,17.73,17.73,13791900
2019-08-28,17.77,17.92,17.620001000000002,17.790001,17.790001,10675500
2019-08-29,18.07,18.27,18.049999,18.09,18.09,7605300
2019-08-30,18.309998999999998,18.51,18.209999,18.290001,18.290001,8070100
2019-09-03,18.07,18.299999,17.969998999999998,18.15,18.15,7878600
2019-09-04,18.299999,18.51,18.209999,18.360001,18.360001,6870800
2019-09-05,18.59,19.09,18.540001,18.91,18.91,9151800
2019-09-06,19.0,19.16,18.98,19.1,19.1,6576200
